ID	Chr	Gene	Start	Stop	n_introns	exon_breakpoints
YBR150C	Chr2	TBS1	541209	544493	0	541209_544493
YBR151W	Chr2	APD1	545028	545978	0	545028_545978
YBR152W	Chr2	SPP381	546376	547251	0	546376_547251
YBR153W	Chr2	RIB7	547460	548194	0	547460_548194
YBR154C	Chr2	RPB5	548362	549009	0	548362_549009
YBR155W	Chr2	CNS1	549771	550928	0	549771_550928
YBR156C	Chr2	SLI15	551104	553200	0	551104_553200
YBR157C	Chr2	ICS2	553543	554310	0	553543_554310
YBR158W	Chr2	AMN1	556549	558198	0	556549_558198
YBR159W	Chr2	IFA38	558685	559728	0	558685_559728
YBR160W	Chr2	CDC28	560078	560974	0	560078_560974
YBR161W	Chr2	CSH1	561634	562764	0	561634_562764
YBR162C	Chr2	TOS1	563203	564570	0	563203_564570
YBR162W-A	Chr2	YSY6	565231	565428	0	565231_565428
YBR163W	Chr2	EXO5	565723	567480	0	565723_567480
YBR164C	Chr2	ARL1	567875	568426	0	567875_568426
YBR165W	Chr2	UBS1	568852	569685	0	568852_569685
YBR166C	Chr2	TYR1	569842	571200	0	569842_571200
YBR167C	Chr2	POP7	571468	571890	0	571468_571890
YBR168W	Chr2	PEX32	572371	573612	0	572371_573612
YBR169C	Chr2	SSE2	573915	575996	0	573915_575996
YBR170C	Chr2	NPL4	576344	578086	0	576344_578086
YBR171W	Chr2	SEC66	578364	578984	0	578364_578984
YBR172C	Chr2	SMY2	579150	581372	0	579150_581372
YBR173C	Chr2	UMP1	581726	582172	0	581726_582172
YBR174C	Chr2	YBR174C	582338	582652	0	582338_582652
YBR175W	Chr2	SWD3	582408	583355	0	582408_583355
YBR176W	Chr2	ECM31	583720	584658	0	583720_584658
YBR177C	Chr2	EHT1	584807	586162	0	584807_586162
YBR178W	Chr2	YBR178W	586071	586445	0	586071_586445
YBR179C	Chr2	FZO1	586547	589114	0	586547_589114
YBR180W	Chr2	DTR1	589741	591459	0	589741_591459
YBR181C	Chr2	RPS6B	591712	592774	1	591712_592416_592769_592774
YBR182C	Chr2	SMP1	593506	594864	0	593506_594864
YBR182C-A	Chr2	YBR182C-A	595361	595555	0	595361_595555
YBR183W	Chr2	YPC1	596115	597065	0	596115_597065
YBR184W	Chr2	YBR184W	597363	598934	0	597363_598934
YBR185C	Chr2	MBA1	599123	599959	0	599123_599959
YBR186W	Chr2	PCH2	600553	602360	1	600553_602103_602217_602360
YBR187W	Chr2	GDT1	602634	603476	0	602634_603476
YBR188C	Chr2	NTC20	603685	604107	0	603685_604107
YBR189W	Chr2	RPS9B	604508	605508	1	604508_604514_604928_605508
YBR190W	Chr2	YBR190W	605966	606277	0	605966_606277
YBR191W	Chr2	RPL21A	606270	607140	1	606270_606280_606669_607140
YBR191W-A	Chr2	YBR191W-A	607149	607223	0	607149_607223
YBR192W	Chr2	RIM2	607652	608785	0	607652_608785
YBR193C	Chr2	MED8	609082	609753	0	609082_609753
YBR194W	Chr2	AIM4	610038	610409	0	610038_610409
YBR195C	Chr2	MSI1	610614	611882	0	610614_611882
YBR196C	Chr2	PGI1	612236	613900	0	612236_613900
YBR196C-A	Chr2	YBR196C-A	614024	614173	0	614024_614173
YBR196C-B	Chr2	YBR196C-B	614526	614630	0	614526_614630
YBR197C	Chr2	YBR197C	615203	615856	0	615203_615856
YBR198C	Chr2	TAF5	616127	618523	0	616127_618523
YBR199W	Chr2	KTR4	618909	620303	0	618909_620303
YBR200W	Chr2	BEM1	620872	622527	0	620872_622527
YBR200W-A	Chr2	YBR200W-A	622983	623147	0	622983_623147
YBR201C-A	Chr2	YBR201C-A	624493	624696	0	624493_624696
YBR201W	Chr2	DER1	623576	624211	0	623576_624211
YBR202W	Chr2	MCM7	625772	628309	0	625772_628309
YBR203W	Chr2	COS111	629168	631942	0	629168_631942
YBR204C	Chr2	LDH1	632254	633381	0	632254_633381
YBR205W	Chr2	KTR3	633622	634836	0	633622_634836
YBR206W	Chr2	YBR206W	634601	634924	0	634601_634924
YBR207W	Chr2	FTH1	635146	636543	0	635146_636543
YBR208C	Chr2	DUR1,2	636703	642210	0	636703_642210
YBR209W	Chr2	YBR209W	642583	642900	0	642583_642900
YBR210W	Chr2	ERV15	645550	645978	0	645550_645978
YBR211C	Chr2	AME1	646158	647132	0	646158_647132
YBR212W	Chr2	NGR1	647886	649904	0	647886_649904
YBR213W	Chr2	MET8	650368	651192	0	650368_651192
YBR214W	Chr2	SDS24	651415	652998	0	651415_652998
YBR215W	Chr2	HPC2	653356	655317	1	653356_653368_653453_655317
YBR216C	Chr2	YBP1	655576	657600	0	655576_657600
YBR217W	Chr2	ATG12	657832	658392	0	657832_658392
YBR218C	Chr2	PYC2	658707	662249	0	658707_662249
YBR219C	Chr2	YBR219C	662499	663303	1	662499_662581_663003_663303
YBR220C	Chr2	YBR220C	662995	664677	0	662995_664677
YBR221C	Chr2	PDB1	665153	666253	0	665153_666253
YBR221W-A	Chr2	YBR221W-A	666538	666642	0	666538_666642
YBR222C	Chr2	PCS60	666720	668351	0	666720_668351
YBR223C	Chr2	TDP1	668663	670297	0	668663_670297
YBR223W-A	Chr2	YBR223W-A	668721	668840	0	668721_668840
YBR224W	Chr2	YBR224W	670125	670640	0	670125_670640
YBR225W	Chr2	YBR225W	670627	673329	0	670627_673329
YBR226C	Chr2	YBR226C	673155	673565	0	673155_673565
YBR227C	Chr2	MCX1	673572	675134	0	673572_675134
YBR228W	Chr2	SLX1	675313	676227	0	675313_676227
YBR229C	Chr2	ROT2	676357	679221	0	676357_679221
YBR230C	Chr2	OM14	679549	680050	1	679549_679942_680040_680050
YBR230W-A	Chr2	YBR230W-A	680362	680562	0	680362_680562
YBR231C	Chr2	SWC5	682179	683090	0	682179_683090
YBR232C	Chr2	YBR232C	683373	683732	0	683373_683732
YBR233W	Chr2	PBP2	683428	684669	0	683428_684669
YBR233W-A	Chr2	DAD3	684977	685261	0	684977_685261
YBR234C	Chr2	ARC40	685438	686592	0	685438_686592
YBR235W	Chr2	VHC1	686901	690263	0	686901_690263
YBR236C	Chr2	ABD1	690383	691693	0	690383_691693
YBR237W	Chr2	PRP5	691969	694518	0	691969_694518
YBR238C	Chr2	YBR238C	695107	697302	0	695107_697302
YBR239C	Chr2	ERT1	698354	699943	0	698354_699943
YBR240C	Chr2	THI2	700490	701842	0	700490_701842
YBR241C	Chr2	YBR241C	702589	704055	0	702589_704055
YBR242W	Chr2	YBR242W	704670	705386	0	704670_705386
YBR243C	Chr2	ALG7	705447	706793	0	705447_706793
YBR244W	Chr2	GPX2	707528	708016	0	707528_708016
YBR245C	Chr2	ISW1	708150	711539	0	708150_711539
YBR246W	Chr2	RRT2	711591	712754	0	711591_712754
YBR247C	Chr2	ENP1	713004	714455	0	713004_714455
YBR248C	Chr2	HIS7	714807	716465	0	714807_716465
YBR249C	Chr2	ARO4	716882	717994	0	716882_717994
YBR250W	Chr2	SPO23	719033	720604	0	719033_720604
YBR251W	Chr2	MRPS5	721390	722313	0	721390_722313
YBR252W	Chr2	DUT1	722611	723054	0	722611_723054
YBR253W	Chr2	SRB6	723270	723635	0	723270_723635
YBR254C	Chr2	TRS20	723736	724263	0	723736_724263
YBR255C-A	Chr2	YBR255C-A	726618	727074	1	726618_726917_727012_727074
YBR255W	Chr2	MTC4	724456	726540	0	724456_726540
YBR256C	Chr2	RIB5	727386	728102	0	727386_728102
YBR257W	Chr2	POP4	728885	729724	0	728885_729724
YBR258C	Chr2	SHG1	729734	730162	0	729734_730162
YBR259W	Chr2	YBR259W	730387	732453	0	730387_732453
YBR260C	Chr2	RGD1	732639	734639	0	732639_734639
YBR261C	Chr2	TAE1	734832	735530	0	734832_735530
YBR262C	Chr2	MIC12	735720	736040	0	735720_736040
YBR263W	Chr2	SHM1	736264	737736	0	736264_737736
YBR264C	Chr2	YPT10	737770	738369	0	737770_738369
YBR265W	Chr2	TSC10	738582	739544	0	738582_739544
YBR266C	Chr2	SLM6	739936	740388	0	739936_740388
YBR267W	Chr2	REI1	739841	741022	0	739841_741022
YBR268W	Chr2	MRPL37	741299	741616	0	741299_741616
YBR269C	Chr2	SDH8	742160	742576	0	742160_742576
YBR270C	Chr2	BIT2	742761	744398	0	742761_744398
YBR271W	Chr2	EFM2	744852	746111	0	744852_746111
YBR272C	Chr2	HSM3	746361	747803	0	746361_747803
YBR273C	Chr2	UBX7	748061	749371	0	748061_749371
YBR274W	Chr2	CHK1	749594	751177	0	749594_751177
YBR275C	Chr2	RIF1	751356	757106	0	751356_757106
YBR276C	Chr2	PPS1	757620	760043	0	757620_760043
YBR277C	Chr2	YBR277C	760215	760616	0	760215_760616
YBR278W	Chr2	DPB3	760294	760899	0	760294_760899
YBR279W	Chr2	PAF1	761257	762594	0	761257_762594
YBR280C	Chr2	SAF1	762784	764697	0	762784_764697
YBR281C	Chr2	DUG2	764970	767606	0	764970_767606
YBR282W	Chr2	MRPL27	768240	768680	0	768240_768680
YBR283C	Chr2	SSH1	768943	770415	0	768943_770415
YBR284W	Chr2	YBR284W	771239	773632	0	771239_773632
YBR285W	Chr2	YBR285W	773922	774356	0	773922_774356
YBR286W	Chr2	APE3	774700	776313	0	774700_776313
YBR287W	Chr2	YBR287W	776571	777854	0	776571_777854
YBR288C	Chr2	APM3	778012	779463	0	778012_779463
YBR289W	Chr2	SNF5	779667	782384	0	779667_782384
YBR290W	Chr2	BSD2	782591	783556	0	782591_783556
YBR291C	Chr2	CTP1	783673	784572	0	783673_784572
YBR292C	Chr2	YBR292C	784702	785073	0	784702_785073
YBR293W	Chr2	VBA2	787006	788430	0	787006_788430
YBR294W	Chr2	SUL1	789235	791814	0	789235_791814
YBR295W	Chr2	PCA1	792849	796499	0	792849_796499
YBR296C	Chr2	PHO89	796798	798522	0	796798_798522
YBR296C-A	Chr2	YBR296C-A	800123	800242	0	800123_800242
YBR297W	Chr2	MAL33	800523	801929	0	800523_801929
YBR298C	Chr2	MAL31	802631	804475	0	802631_804475
YBR298C-A	Chr2	YBR298C-A	805035	805256	0	805035_805256
YBR299W	Chr2	MAL32	805351	807105	0	805351_807105
YBR300C	Chr2	YBR300C	808600	809097	0	808600_809097
YBR301W	Chr2	PAU24	809057	809419	0	809057_809419
YBR302C	Chr2	COS2	810340	811479	0	810340_811479
YCL001W	Chr3	RER1	111916	112482	0	111916_112482
YCL001W-A	Chr3	YCL001W-A	113080	113541	0	113080_113541
YCL001W-B	Chr3	YCL001W-B	113770	114024	0	113770_114024
YCL002C	Chr3	YCL002C	110808	111675	1	110808_111557_111634_111675
YCL004W	Chr3	PGS1	109105	110670	0	109105_110670
YCL005W	Chr3	LDB16	108021	108791	0	108021_108791
YCL005W-A	Chr3	VMA9	107023	107417	2	107023_107033_107111_107191_107288_107417
YCL007C	Chr3	YCL007C	106974	107366	0	106974_107366
YCL008C	Chr3	STP22	105696	106853	0	105696_106853
YCL009C	Chr3	ILV6	104619	105548	0	104619_105548
YCL010C	Chr3	SGF29	103571	104350	0	103571_104350
YCL011C	Chr3	GBP2	102075	103358	0	102075_103358
YCL012C	Chr3	YCL012C	101317	101788	1	101317_101633_101701_101788
YCL014W	Chr3	BUD3	96281	101191	0	96281_101191
YCL016C	Chr3	DCC1	94621	95763	0	94621_95763
YCL017C	Chr3	NFS1	92777	94270	0	92777_94270
YCL018W	Chr3	LEU2	91324	92418	0	91324_92418
YCL019W	Chr3	YCL019W	85102	90415	1	85102_86391_86393_90415
YCL020W	Chr3	YCL020W	85102	86418	0	85102_86418
YCL021W-A	Chr3	YCL021W-A	83620	83997	0	83620_83997
YCL022C	Chr3	YCL022C	81570	82085	0	81570_82085
YCL023C	Chr3	YCL023C	78949	79296	0	78949_79296
YCL024W	Chr3	KCC4	79162	82275	0	79162_82275
YCL025C	Chr3	AGP1	76018	77919	0	76018_77919
YCL026C-A	Chr3	FRM2	74704	75285	0	74704_75285
YCL026C-B	Chr3	HBN1	73405	73986	0	73405_73986
YCL027W	Chr3	FUS1	71803	73341	0	71803_73341
YCL028W	Chr3	RNQ1	70150	71367	0	70150_71367
YCL029C	Chr3	BIK1	68599	69921	0	68599_69921
YCL030C	Chr3	HIS4	65934	68333	0	65934_68333
YCL031C	Chr3	RRP7	64675	65568	0	64675_65568
YCL032W	Chr3	STE50	63441	64481	0	63441_64481
YCL033C	Chr3	MXR2	62776	63282	0	62776_63282
YCL034W	Chr3	LSB5	61658	62722	0	61658_62722
YCL035C	Chr3	GRX1	60841	61173	0	60841_61173
YCL036W	Chr3	GFD2	59026	60726	0	59026_60726
YCL037C	Chr3	SRO9	57374	58678	0	57374_58678
YCL038C	Chr3	ATG22	54941	56527	0	54941_56527
YCL039W	Chr3	GID7	52645	54882	0	52645_54882
YCL040W	Chr3	GLK1	50838	52340	0	50838_52340
YCL041C	Chr3	YCL041C	50133	50627	0	50133_50627
YCL042W	Chr3	YCL042W	50584	50943	0	50584_50943
YCL043C	Chr3	PDI1	48653	50221	0	48653_50221
YCL044C	Chr3	MGR1	47111	48364	0	47111_48364
YCL045C	Chr3	EMC1	44623	46905	0	44623_46905
YCL046W	Chr3	YCL046W	46640	46963	0	46640_46963
YCL047C	Chr3	POF1	43661	44437	0	43661_44437
YCL048W	Chr3	SPS22	42165	43556	0	42165_43556
YCL048W-A	Chr3	YCL048W-A	41488	41727	0	41488_41727
YCL049C	Chr3	YCL049C	39786	40724	0	39786_40724
YCL050C	Chr3	APA1	37836	38801	0	37836_38801
YCL051W	Chr3	LRE1	35865	37616	0	35865_37616
YCL052C	Chr3	PBN1	34143	35393	0	34143_35393
YCL054W	Chr3	SPB1	31449	33974	0	31449_33974
YCL055W	Chr3	KAR4	27929	28936	0	27929_28936
YCL056C	Chr3	PEX34	26925	27359	0	26925_27359
YCL057C-A	Chr3	MIC10	24032	24325	0	24032_24325
YCL057W	Chr3	PRD1	24768	26906	0	24768_26906
YCL058C	Chr3	FYV5	23523	23981	0	23523_23981
YCL058W-A	Chr3	ADF1	23584	23925	0	23584_23925
YCL059C	Chr3	KRR1	22429	23379	0	22429_23379
YCL061C	Chr3	MRC1	18816	22106	0	18816_22106
YCL063W	Chr3	VAC17	17290	18561	0	17290_18561
YCL064C	Chr3	CHA1	15798	16880	0	15798_16880
YCL065W	Chr3	YCL065W	13751	14119	0	13751_14119
YCL066W	Chr3	HMLALPHA1	13282	13809	0	13282_13809
YCL067C	Chr3	HMLALPHA2	12386	13018	0	12386_13018
YCL068C	Chr3	YCL068C	11503	12285	0	11503_12285
YCL069W	Chr3	VBA3	9706	11082	0	9706_11082
YCL073C	Chr3	GEX1	6479	8326	0	6479_8326
YCL076W	Chr3	YCL076W	1392	2135	0	1392_2135
YCR001W	Chr3	YCR001W	115685	115999	0	115685_115999
YCR002C	Chr3	CDC10	117380	118348	0	117380_118348
YCR003W	Chr3	MRPL32	118620	119171	0	118620_119171
YCR004C	Chr3	YCP4	119575	120318	0	119575_120318
YCR005C	Chr3	CIT2	120946	122328	0	120946_122328
YCR006C	Chr3	YCR006C	122530	123003	0	122530_123003
YCR007C	Chr3	YCR007C	126011	126730	0	126011_126730
YCR008W	Chr3	SAT4	128470	130281	0	128470_130281
YCR009C	Chr3	RVS161	130745	131542	0	130745_131542
YCR010C	Chr3	ADY2	132273	133124	0	132273_133124
YCR011C	Chr3	ADP1	133724	136873	0	133724_136873
YCR012W	Chr3	PGK1	137746	138996	0	137746_138996
YCR013C	Chr3	YCR013C	138402	139049	0	138402_139049
YCR014C	Chr3	POL4	139185	140933	0	139185_140933
YCR015C	Chr3	YCR015C	141217	142170	0	141217_142170
YCR016W	Chr3	YCR016W	143634	144506	0	143634_144506
YCR017C	Chr3	CWH43	144773	147634	0	144773_147634
YCR018C	Chr3	SRD1	148238	148903	0	148238_148903
YCR018C-A	Chr3	YCR018C-A	151608	151862	0	151608_151862
YCR019W	Chr3	MAK32	152837	153928	0	152837_153928
YCR020C	Chr3	PET18	154012	154659	0	154012_154659
YCR020C-A	Chr3	MAK31	154830	155096	0	154830_155096
YCR020W-B	Chr3	HTL1	155320	155556	0	155320_155556
YCR021C	Chr3	HSP30	156109	157107	0	156109_157107
YCR022C	Chr3	YCR022C	157421	157765	0	157421_157765
YCR023C	Chr3	YCR023C	158538	160373	0	158538_160373
YCR024C	Chr3	SLM5	160744	162222	0	160744_162222
YCR024C-A	Chr3	PMP1	162945	163067	0	162945_163067
YCR024C-B	Chr3	YCR024C-B	162599	162865	0	162599_162865
YCR025C	Chr3	YCR025C	163446	163856	0	163446_163856
YCR026C	Chr3	NPP1	164111	166339	0	164111_166339
YCR027C	Chr3	RHB1	167370	167999	0	167370_167999
YCR028C	Chr3	FEN2	170886	172424	0	170886_172424
YCR028C-A	Chr3	RIM1	172950	173440	1	172950_173115_173199_173440
YCR030C	Chr3	SYP1	173826	176438	0	173826_176438
YCR031C	Chr3	RPS14A	177500	178220	1	177500_177906_178214_178220
YCR032W	Chr3	BPH1	179520	186023	0	179520_186023
YCR033W	Chr3	SNT1	186489	190169	0	186489_190169
YCR034W	Chr3	ELO2	190592	191635	0	190592_191635
YCR035C	Chr3	RRP43	191834	193018	0	191834_193018
YCR036W	Chr3	RBK1	193297	194298	0	193297_194298
YCR037C	Chr3	PHO87	194414	197185	0	194414_197185
YCR038C	Chr3	BUD5	197621	199549	0	197621_199549
YCR038W-A	Chr3	YCR038W-A	199293	199418	0	199293_199418
YCR039C	Chr3	MATALPHA2	199546	200178	0	199546_200178
YCR040W	Chr3	MATALPHA1	200442	200969	0	200442_200969
YCR041W	Chr3	YCR041W	200911	201243	0	200911_201243
YCR042C	Chr3	TAF2	201174	205397	0	201174_205397
YCR043C	Chr3	YCR043C	206261	206644	0	206261_206644
YCR044C	Chr3	PER1	206877	207950	0	206877_207950
YCR045C	Chr3	RRT12	208135	209610	0	208135_209610
YCR045W-A	Chr3	YCR045W-A	208751	209101	0	208751_209101
YCR046C	Chr3	IMG1	209914	210423	0	209914_210423
YCR047C	Chr3	BUD23	210718	211545	0	210718_211545
YCR047W-A	Chr3	YCR047W-A	211301	211507	0	211301_211507
YCR048W	Chr3	ARE1	211929	213761	0	211929_213761
YCR049C	Chr3	YCR049C	211871	212317	0	211871_212317
YCR050C	Chr3	YCR050C	213464	213772	0	213464_213772
YCR051W	Chr3	YCR051W	214071	214739	0	214071_214739
YCR052W	Chr3	RSC6	214994	216445	0	214994_216445
YCR053W	Chr3	THR4	216697	218241	0	216697_218241
YCR054C	Chr3	CTR86	218376	220067	0	218376_220067
YCR057C	Chr3	PWP2	220457	223228	0	220457_223228
YCR059C	Chr3	YIH1	223454	224230	0	223454_224230
YCR060W	Chr3	TAH1	224399	224734	0	224399_224734
YCR061W	Chr3	YCR061W	225563	227458	0	225563_227458
YCR063W	Chr3	BUD31	228318	228791	0	228318_228791
YCR064C	Chr3	YCR064C	228095	228505	0	228095_228505
YCR065W	Chr3	HCM1	229310	231004	0	229310_231004
YCR066W	Chr3	RAD18	231500	232963	0	231500_232963
YCR067C	Chr3	SED4	233125	236322	0	233125_236322
YCR068W	Chr3	ATG15	237214	238776	0	237214_238776
YCR069W	Chr3	CPR4	239055	240011	0	239055_240011
YCR071C	Chr3	IMG2	240103	240543	0	240103_240543
YCR072C	Chr3	RSA4	240805	242352	0	240805_242352
YCR073C	Chr3	SSK22	242588	246583	0	242588_246583
YCR073W-A	Chr3	SOL2	246963	247910	0	246963_247910
YCR075C	Chr3	ERS1	248033	248815	0	248033_248815
YCR075W-A	Chr3	YCR075W-A	248975	249202	0	248975_249202
YCR076C	Chr3	FUB1	249293	250045	0	249293_250045
YCR077C	Chr3	PAT1	250238	252628	0	250238_252628
YCR079W	Chr3	PTC6	252845	254173	0	252845_254173
YCR081C-A	Chr3	YCR081C-A	258415	258651	0	258415_258651
YCR081W	Chr3	SRB8	254371	258654	0	254371_258654
YCR082W	Chr3	AHC2	258883	259269	0	258883_259269
YCR083W	Chr3	TRX3	259578	259961	0	259578_259961
YCR084C	Chr3	TUP1	260311	262452	0	260311_262452
YCR085W	Chr3	YCR085W	262916	263269	0	262916_263269
YCR086W	Chr3	CSM1	263392	263964	0	263392_263964
YCR087C-A	Chr3	YCR087C-A	264006	264467	0	264006_264467
YCR087W	Chr3	YCR087W	263976	264491	0	263976_264491
YCR088W	Chr3	ABP1	265068	266846	0	265068_266846
YCR089W	Chr3	FIG2	267434	272263	0	267434_272263
YCR090C	Chr3	YCR090C	272315	272863	0	272315_272863
YCR091W	Chr3	KIN82	274404	276566	0	274404_276566
YCR092C	Chr3	MSH3	276764	279820	0	276764_279820
YCR093W	Chr3	CDC39	280117	286443	0	280117_286443
YCR094W	Chr3	CDC50	286762	287937	0	286762_287937
YCR095C	Chr3	OCA4	288170	289258	0	288170_289258
YCR095W-A	Chr3	YCR095W-A	289639	289797	0	289639_289797
YCR096C	Chr3	HMRA2	293179	293538	0	293179_293538
YCR097W	Chr3	HMRA1	293835	294321	2	293835_293939_293994_294239_294292_294321
YCR097W-A	Chr3	YCR097W-A	294439	294705	0	294439_294705
YCR098C	Chr3	GIT1	297049	298605	0	297049_298605
YCR099C	Chr3	YCR099C	300832	301299	0	300832_301299
YCR100C	Chr3	YCR100C	301271	302221	0	301271_302221
YCR101C	Chr3	YCR101C	302482	303030	0	302482_303030
YCR102C	Chr3	YCR102C	304361	305467	0	304361_305467
YCR102W-A	Chr3	YCR102W-A	306735	306932	0	306735_306932
YCR104W	Chr3	PAU3	307801	308175	0	307801_308175
YCR105W	Chr3	ADH7	309070	310155	0	309070_310155
YCR106W	Chr3	RDS1	310958	313456	0	310958_313456
YCR107W	Chr3	AAD3	313890	314981	0	313890_314981
YCR108C	Chr3	YCR108C	315997	316188	0	315997_316188
YDL001W	Chr4	RMD1	447984	449276	0	447984_449276
YDL002C	Chr4	NHP10	446967	447578	0	446967_447578
YDL003W	Chr4	MCD1	444683	446383	0	444683_446383
YDL004W	Chr4	ATP16	443029	443511	0	443029_443511
YDL005C	Chr4	MED2	441014	442309	0	441014_442309
YDL006W	Chr4	PTC1	439909	440754	0	439909_440754
YDL007C-A	Chr4	YDL007C-A	436567	436824	0	436567_436824
YDL007W	Chr4	RPT2	438047	439360	0	438047_439360
YDL008W	Chr4	APC11	433497	433994	0	433497_433994
YDL009C	Chr4	YDL009C	432925	433248	0	432925_433248
YDL010W	Chr4	GRX6	432330	433025	0	432330_433025
YDL011C	Chr4	YDL011C	432308	432631	0	432308_432631
YDL012C	Chr4	YDL012C	431108	431517	1	431108_431386_431473_431517
YDL013W	Chr4	SLX5	429067	430926	0	429067_430926
YDL014W	Chr4	NOP1	427364	428347	0	427364_428347
YDL015C	Chr4	TSC13	426002	426934	0	426002_426934
YDL016C	Chr4	YDL016C	425570	425872	0	425570_425872
YDL017W	Chr4	CDC7	424209	425732	0	424209_425732
YDL018C	Chr4	ERP3	422833	423510	0	422833_423510
YDL019C	Chr4	OSH2	417663	421514	0	417663_421514
YDL020C	Chr4	RPN4	415113	416708	0	415113_416708
YDL021W	Chr4	GPM2	413953	414888	0	413953_414888
YDL022C-A	Chr4	YDL022C-A	409808	410056	0	409808_410056
YDL022W	Chr4	GPD1	411825	413000	0	411825_413000
YDL023C	Chr4	YDL023C	411761	412081	0	411761_412081
YDL024C	Chr4	DIA3	408451	409857	0	408451_409857
YDL025C	Chr4	RTK1	405344	407206	0	405344_407206
YDL025W-A	Chr4	YDL025W-A	405410	405514	0	405410_405514
YDL026W	Chr4	YDL026W	404749	405060	0	404749_405060
YDL027C	Chr4	YDL027C	403695	404957	0	403695_404957
YDL028C	Chr4	MPS1	400997	403291	0	400997_403291
YDL029W	Chr4	ARP2	399340	400638	1	399340_399361_399485_400638
YDL030W	Chr4	PRP9	397537	399129	0	397537_399129
YDL031W	Chr4	DBP10	394217	397204	0	394217_397204
YDL032W	Chr4	YDL032W	393690	394001	0	393690_394001
YDL033C	Chr4	SLM3	392659	393912	0	392659_393912
YDL034W	Chr4	YDL034W	391783	392127	0	391783_392127
YDL035C	Chr4	GPR1	389172	392057	0	389172_392057
YDL036C	Chr4	PUS9	387513	388901	0	387513_388901
YDL037C	Chr4	BSC1	384601	385587	0	384601_385587
YDL039C	Chr4	PRM7	381985	384081	0	381985_384081
YDL040C	Chr4	NAT1	378874	381438	0	378874_381438
YDL041W	Chr4	YDL041W	378102	378455	0	378102_378455
YDL042C	Chr4	SIR2	376757	378445	0	376757_378445
YDL043C	Chr4	PRP11	375680	376480	0	375680_376480
YDL044C	Chr4	MTF2	373967	375289	0	373967_375289
YDL045C	Chr4	FAD1	372688	373608	0	372688_373608
YDL045W-A	Chr4	MRP10	372248	372535	0	372248_372535
YDL046W	Chr4	NPC2	371240	371761	0	371240_371761
YDL047W	Chr4	SIT4	369771	370706	0	369771_370706
YDL048C	Chr4	STP4	366739	368211	0	366739_368211
YDL049C	Chr4	KNH1	365068	365874	0	365068_365874
YDL050C	Chr4	YDL050C	364446	364817	0	364446_364817
YDL051W	Chr4	LHP1	363952	364779	0	363952_364779
YDL052C	Chr4	SLC1	362672	363583	0	362672_363583
YDL053C	Chr4	PBP4	361699	362256	0	361699_362256
YDL054C	Chr4	MCH1	359825	361285	0	359825_361285
YDL055C	Chr4	PSA1	355674	356759	0	355674_356759
YDL056W	Chr4	MBP1	352877	355378	0	352877_355378
YDL057W	Chr4	YDL057W	351434	352420	0	351434_352420
YDL058W	Chr4	USO1	345665	351037	0	345665_351037
YDL059C	Chr4	RAD59	344237	344953	0	344237_344953
YDL060W	Chr4	TSR1	341619	343985	0	341619_343985
YDL061C	Chr4	RPS29B	340628	340798	0	340628_340798
YDL062W	Chr4	YDL062W	339857	340282	0	339857_340282
YDL063C	Chr4	SYO1	338272	340134	0	338272_340134
YDL064W	Chr4	UBC9	337487	338070	1	337487_337524_337635_338070
YDL065C	Chr4	PEX19	336249	337277	0	336249_337277
YDL066W	Chr4	IDP1	334835	336121	0	334835_336121
YDL067C	Chr4	COX9	334217	334396	0	334217_334396
YDL068W	Chr4	YDL068W	333500	333829	0	333500_333829
YDL069C	Chr4	CBS1	333121	333810	0	333121_333810
YDL070W	Chr4	BDF2	331024	332940	0	331024_332940
YDL071C	Chr4	YDL071C	330666	331040	0	330666_331040
YDL072C	Chr4	YET3	329836	330447	0	329836_330447
YDL073W	Chr4	YDL073W	326613	329567	0	326613_329567
YDL074C	Chr4	BRE1	324047	326149	0	324047_326149
YDL075W	Chr4	RPL31A	322226	322988	1	322226_322282_322704_322988
YDL076C	Chr4	RXT3	320668	321552	0	320668_321552
YDL077C	Chr4	VAM6	316971	320120	0	316971_320120
YDL078C	Chr4	MDH3	315357	316388	0	315357_316388
YDL079C	Chr4	MRK1	312951	314748	1	312951_314044_314337_314748
YDL080C	Chr4	THI3	310642	312471	0	310642_312471
YDL081C	Chr4	RPP1A	309802	310122	0	309802_310122
YDL082W	Chr4	RPL13A	308424	309388	1	308424_308427_308793_309388
YDL083C	Chr4	RPS16B	306926	307789	1	306926_307333_307766_307789
YDL084W	Chr4	SUB2	305237	306577	0	305237_306577
YDL085C-A	Chr4	YDL085C-A	302464	302670	0	302464_302670
YDL085W	Chr4	NDE2	303211	304848	0	303211_304848
YDL086C-A	Chr4	YDL086C-A	301655	302089	0	301655_302089
YDL086W	Chr4	YDL086W	301413	302234	0	301413_302234
YDL087C	Chr4	LUC7	300214	300999	0	300214_300999
YDL088C	Chr4	ASM4	298417	300003	0	298417_300003
YDL089W	Chr4	NUR1	296820	298274	0	296820_298274
YDL090C	Chr4	RAM1	295034	296329	0	295034_296329
YDL091C	Chr4	UBX3	293392	294759	0	293392_294759
YDL092W	Chr4	SRP14	292781	293221	0	292781_293221
YDL093W	Chr4	PMT5	289909	292140	0	289909_292140
YDL094C	Chr4	YDL094C	289572	290081	0	289572_290081
